cod_produto,cod_categoria,ean,plu,nome_produto,setor_gerenciado,setor_produto,sub_categoria,segmento,sub_segmento,fabricante,fabricante_varejista,marca,marca_verejista,marca_res,marca_detalhada,atributo,embalagem,unid_medida,tamanho_unidade,tamanho_total,tamanho_range,se_oferta,qtd_itens,dcr_oferta,desc_a,subst x culinario,desc_c,desc_d,desc_e,desc_f,desc_g,desc_h
7897685918064,2,7897685918064,,AÇUCAR FIT SANTO ANTONIO AÇUCAR FIT AÇUCAR FIT 1000G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,GRUPO SANTO ANTÔNIO,OUTRO FAB,SANTO ANTONIO,OUTRAS MARCAS,OUTRAS MARCAS,SANTO ANTONIO,AÇUCAR FIT,0.0,G,1000.0,1000.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7897685918064.0,,,,,
7897806000012,1,7897806000012,,ADOCANTE DOCURINHA SACARINA CULINARIO 100 x1 G REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,PO,CULINARIO,PALAZZO DO DIET LIGHT,OUTRO FAB,DOCURINHA,OUTRAS MARCAS,OUTRAS MARCAS,DOCURINHA,CULINARIO,,G,100.0,100.0,81 A 100,REGULAR,1.0,,,CULINARIO,,,,,,
7897905741151,2,7897905741151,,AÇUCAR FIT VITTA CROC AÇUCAR FIT AÇUCAR FIT 500G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,VITTACROC,OUTRO FAB,VITTA CROC,OUTRAS MARCAS,OUTRAS MARCAS,VITTA CROC,AÇUCAR FIT,0.0,G,500.0,500.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7897905741151.0,,,,,
7897905741168,2,7897905741168,,AÇUCAR FIT VITTA CROC AÇUCAR FIT AÇUCAR FIT 1000G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,VITTACROC,OUTRO FAB,VITTA CROC,OUTRAS MARCAS,OUTRAS MARCAS,VITTA CROC,AÇUCAR FIT,0.0,G,1000.0,1000.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7897905741168.0,,,,,
7898115750209,2,7898115750209,,AÇUCAR FIT TIA SONIA AÇUCAR FIT AÇUCAR FIT 400G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,TIA SÔNIA,OUTRO FAB,TIA SONIA,OUTRAS MARCAS,OUTRAS MARCAS,TIA SONIA,AÇUCAR FIT,0.0,G,400.0,400.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7898115750209.0,,,,,
7898115750469,2,7898115750469,,AÇUCAR FIT TIA SONIA AÇUCAR FIT AÇUCAR FIT 400G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,TIA SÔNIA,OUTRO FAB,TIA SONIA,OUTRAS MARCAS,OUTRAS MARCAS,TIA SONIA,AÇUCAR FIT,0.0,G,400.0,400.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7898115750469.0,,,,,
7898115752609,2,7898115752609,,ACUCAR COCO TIA SONIA POUCH 200g,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,TIA SÔNIA,OUTRO FAB,TIA SONIA,OUTRAS MARCAS,OUTRAS MARCAS,TIA SONIA,AÇUCAR FIT,,G,200.0,200.0,101 ACIMA,,,,,,,,,,,
7898115901557,1,7898115901557,,ADOÇANTE SUAVIPAN LEV SLIM XILITOL PO 270G x1 REGULAR,GERENCIADO,XILITOL,NATURAL,PO,PO,SUAVIPAN,OUTRO FAB,SUAVIPAN,OUTRAS MARCAS,OUTRAS MARCAS,SUAVIPAN,POTE,0.0,G,270.0,270.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,XILITOL,7898115901557.0,,,,,
7898132543365,1,7898132543365,,XYLITOL SANAVITA 300G,GERENCIADO,XILITOL,NATURAL,PO,PO,SANAVITA,OUTRO FAB,SANAVITA,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,POTE,,G,300.0,300.0,101 ACIMA,REGULAR,1.0,,,,,,,,,
7898132543587,1,7898132543587,,ADOC ERITRITOL NATURAL 300G,GERENCIADO,ERITRITOL,NATURAL,PO,PO,SANAVITA,OUTRO FAB,SANAVITA,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,PO,,G,300.0,300.0,101 ACIMA,REGULAR,1.0,,,,,,,,,
7898149730697,2,7898149730697,,AÇUCAR FIT CUCO AÇUCAR FIT AÇUCAR FIT 500G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,CUCO ALIMENTOS,OUTRO FAB,CUCO,OUTRAS MARCAS,OUTRAS MARCAS,CUCO,AÇUCAR FIT,0.0,G,500.0,500.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7898149730697.0,,,,,
7898152991061,1,7898152991061,,"ADOCANTE GOLD STEVIA PO 0,6 x50 G REGULAR",GERENCIADO,STEVIA,NATURAL,PO,PO,GOLD NUTRITION,OUTRO FAB,GOLD,GOLD,GOLD,GOLD,SACHE,,G,0.6,30.0,ATE 80,REGULAR,50.0,,,STEVIA,,,,,,
7898206500010,2,7898206500010,,AÇUCAR FIT NATIVE AÇUCAR FIT AÇUCAR FIT 1000G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,NATIVE,OUTRO FAB,NATIVE,OUTRAS MARCAS,OUTRAS MARCAS,NATIVE,AÇUCAR FIT,0.0,G,1000.0,1000.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7898206500010.0,,,,,
7898206500027,2,7898206500027,,AÇUCAR FIT NATIVE AÇUCAR FIT AÇUCAR FIT 1000G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,NATIVE,OUTRO FAB,NATIVE,OUTRAS MARCAS,OUTRAS MARCAS,NATIVE,AÇUCAR FIT,0.0,G,1000.0,1000.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7898206500027.0,,,,,
7898268910369,1,7898268910369,,ADOÇANTE AIRON FINESWEET SUCRALOSE LIQUIDO 75ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,AIRON,OUTRO FAB,FINESWEET,OUTRAS MARCAS,OUTRAS MARCAS,FINESWEET,LIQUIDO,0.0,ML,75.0,75.0,ATE 80,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7898268910369.0,,,,,
7898268910376,1,7898268910376,,ADOÇANTE AIRON FINESWEET XILITOL LIQUIDO 60ML x1 REGULAR,GERENCIADO,XILITOL,NATURAL,LIQUIDO,LIQUIDO,AIRON,OUTRO FAB,FINESWEET,OUTRAS MARCAS,OUTRAS MARCAS,FINESWEET,LIQUIDO,0.0,ML,60.0,60.0,ATE 80,REGULAR,1.0,REGULAR,EAN,XILITOL,7898268910376.0,,,,,
7898286202224,1,7898286202224,,"ADOÇANTE MARATA ASPARTAME PO 0,8G x50 REGULAR",GERENCIADO,ASPARTAME,ARTIFICIAL,PO,PO,PEROLA,OUTRO FAB,MARATA,OUTRAS MARCAS,OUTRAS MARCAS,MARATA,SACHE,0.0,G,0.8,40.0,ATE 80,REGULAR,50.0,REGULAR,EAN,ASPARTAME,7898286202224.0,,,,,
7898286202231,1,7898286202231,,ADOÇANTE MARATA SACARINA LIQUIDO 100ML x1 REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,PEROLA,OUTRO FAB,MARATA,OUTRAS MARCAS,OUTRAS MARCAS,MARATA,LIQUIDO,0.0,ML,100.0,100.0,81 A 100,REGULAR,1.0,REGULAR,EAN,SACARINA,7898286202231.0,,,,,
7898552309879,2,7898552309879,,AÇUCAR FIT GBARBOSA AÇUCAR FIT AÇUCAR FIT 1000G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,GBARBOSA,OUTRO FAB,GBARBOSA,OUTRAS MARCAS,OUTRAS MARCAS,GBARBOSA,AÇUCAR FIT,0.0,G,1000.0,1000.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7898552309879.0,,,,,
7898564063103,1,7898564063103,,ADOCANTE BIOPRIM XILITOL PO 300G x1 REGULAR,GERENCIADO,XILITOL,NATURAL,PO,PO,BIOPRIM ALIMENTOS,OUTRO FAB,BIOPRIM,OUTRAS MARCAS,OUTRAS MARCAS,BIOPRIM,POTE,,G,300.0,300.0,101 ACIMA,REGULAR,1.0,,,XILITOL,,,,,,
7898564068733,1,7898564068733,,ADOCANTE BIOPRIM STEVIA PO 240G x1 REGULAR,GERENCIADO,STEVIA,NATURAL,PO,PO,BIOPRIM ALIMENTOS,OUTRO FAB,BIOPRIM,OUTRAS MARCAS,OUTRAS MARCAS,BIOPRIM,POTE,,G,240.0,240.0,101 ACIMA,REGULAR,1.0,,,STEVIA,,,,,,
7898564069105,1,7898564069105,,ADOCANTE BIOPRIM ERITRITOL PO 300G x1 REGULAR,GERENCIADO,ERITRITOL,NATURAL,PO,PO,BIOPRIM ALIMENTOS,OUTRO FAB,BIOPRIM,OUTRAS MARCAS,OUTRAS MARCAS,BIOPRIM,POTE,,G,300.0,300.0,101 ACIMA,REGULAR,1.0,,,ERITRITOL,,,,,,
7898586661462,2,7898586661462,,ACUCAR FIT MUNDO VERDE OUTRAS SUB LIQUIDO 200ML x1 REGULAR,NAO GERENCIADO,OUTRAS SUBST,AÇUCAR FIT,LIQUIDO,LIQUIDO,MUNDO VERDE,OUTRO FAB,MUNDO VERDE,OUTRAS MARCAS,OUTRAS MARCAS,MUNDO VERDE,AÇUCAR FIT,,ML,200.0,200.0,101 ACIMA,REGULAR,1.0,,,OUTRAS SUBST,,,,,,
7898586665132,2,7898586665132,,ACUCAR FIT MUNDO VERDE AÇUCAR FIT AÇUCAR FIT 350G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,MUNDO VERDE,OUTRO FAB,MUNDO VERDE,OUTRAS MARCAS,OUTRAS MARCAS,MUNDO VERDE,AÇUCAR FIT,,G,350.0,350.0,101 ACIMA,REGULAR,1.0,,,AÇUCAR FIT,,,,,,
7898596080192,2,7898596080192,,AÇUCAR FIT COPRA AÇUCAR FIT AÇUCAR FIT 350G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,COPRA,OUTRO FAB,COPRA,OUTRAS MARCAS,OUTRAS MARCAS,COPRA,AÇUCAR FIT,0.0,G,350.0,350.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7898596080192.0,,,,,
7898606800406,1,7898606800406,,ADOCANTE VIVER BEM XYLITOL PO 200 x1 G REGULAR,GERENCIADO,XILITOL,NATURAL,PO,PO,VIVER BEM,OUTRO FAB,VIVER BEM,OUTRAS MARCAS,OUTRAS MARCAS,VIVER BEM,BAG,,G,200.0,200.0,101 ACIMA,REGULAR,1.0,,,XILITOL,,,,,,
7898609720299,1,7898609720299,,ADOÇANTE STEVIA NATUS OUTRAS SUBST CULINARIO 200G x1 REGULAR,GERENCIADO,OUTRAS SUBST,ARTIFICIAL,PO,CULINARIO,STEVIA NATUS,OUTRO FAB,STEVIA NATUS,OUTRAS MARCAS,OUTRAS MARCAS,STEVIA NATUS,CULINARIO,0.0,G,200.0,200.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,CULINARIO,7898609720299.0,,,,,
7898609720558,2,7898609720558,,AÇUCAR FIT NEVER CAL AÇUCAR FIT AÇUCAR FIT 500G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,STEVIA NATUS,OUTRO FAB,STEVIA NATUS,OUTRAS MARCAS,OUTRAS MARCAS,STEVIA NATUS,AÇUCAR FIT,0.0,G,500.0,500.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7898609720558.0,,,,,
7898609720572,2,7898609720572,,AÇUCAR FIT NEVER CAL AÇUCAR FIT AÇUCAR FIT 500G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,STEVIA NATUS,OUTRO FAB,STEVIA NATUS,OUTRAS MARCAS,OUTRAS MARCAS,STEVIA NATUS,AÇUCAR FIT,0.0,G,500.0,500.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7898609720572.0,,,,,
7898609720688,1,7898609720688,,"ADOÇANTE STEVIA NATUS NEVER CAL SACARINA PO 0,5G x50 REGULAR",GERENCIADO,SACARINA,ARTIFICIAL,PO,PO,STEVIA NATUS,OUTRO FAB,STEVIA NATUS,OUTRAS MARCAS,OUTRAS MARCAS,STEVIA NATUS,SACHE,0.0,G,0.5,25.0,ATE 80,REGULAR,50.0,REGULAR,EAN,SACARINA,7898609720688.0,,,,,
7898609720701,1,7898609720701,,"ADOÇANTE STEVIA NATUS STEVIALIFE STEVIA PO 0,5G x50 REGULAR",GERENCIADO,STEVIA,NATURAL,PO,PO,STEVIA NATUS,OUTRO FAB,STEVIA NATUS,OUTRAS MARCAS,OUTRAS MARCAS,STEVIA NATUS,SACHE,0.0,G,0.5,25.0,ATE 80,REGULAR,50.0,REGULAR,EAN,STEVIA,7898609720701.0,,,,,
7898609720718,1,7898609720718,,"ADOÇANTE STEVIA NATUS SUCRASTEVIA STEVIA PO 0,5G x50 REGULAR",GERENCIADO,STEVIA,NATURAL,PO,PO,STEVIA NATUS,OUTRO FAB,STEVIA NATUS,OUTRAS MARCAS,OUTRAS MARCAS,STEVIA NATUS,SACHE,0.0,G,0.5,25.0,ATE 80,REGULAR,50.0,REGULAR,EAN,SUCRALOSE,7898609720718.0,,,,,
7898609720817,1,7898609720817,,ADOCANTE LIQ STEVIA NATUS SUCRALOSE 80ml,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,OUTRO FAB,OUTRO FAB,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,,,,0.0,0.0,ATE 80,,,,,,,,,,,
7898609720824,1,7898609720824,,ADOCANTE PO STEVIA NATUS SUCRALOSE 25g,GERENCIADO,STEVIA,NATURAL,PO,PO,OUTRO FAB,OUTRO FAB,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,,,,0.0,0.0,ATE 80,,,,,,,,,,,
7898665432150,1,7898665432150,,ADOCANTE VITAFOR XILITOL PO 250G x1 REGULAR,GERENCIADO,XILITOL,NATURAL,PO,PO,VITAFOR,OUTRO FAB,VITAFOR,OUTRAS MARCAS,OUTRAS MARCAS,VITAFOR,POTE,,G,250.0,250.0,101 ACIMA,REGULAR,1.0,,,XILITOL,,,,,,
7898903601218,2,7898903601218,,AÇUCAR FIT BREJEIRA AÇUCAR FIT AÇUCAR FIT 500G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,BREJEIRA,OUTRO FAB,BREJEIRA,OUTRAS MARCAS,OUTRAS MARCAS,BREJEIRA,AÇUCAR FIT,0.0,G,500.0,500.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7898903601218.0,,,,,
7898903601300,2,7898903601300,,AÇUCAR FIT BREJEIRA AÇUCAR FIT AÇUCAR FIT 1000G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,BREJEIRA,OUTRO FAB,BREJEIRA,OUTRAS MARCAS,OUTRAS MARCAS,BREJEIRA,AÇUCAR FIT,0.0,G,1000.0,1000.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7898903601300.0,,,,,
7898925146247,1,7898925146247,,ADOCANTE NAYNA XYLITOL PO 200 x1 G REGULAR,GERENCIADO,XILITOL,NATURAL,PO,PO,NAYNA,OUTRO FAB,NAYNA,OUTRAS MARCAS,OUTRAS MARCAS,NAYNA,BAG,,G,200.0,200.0,101 ACIMA,REGULAR,1.0,,,XILITOL,,,,,,
7898928577505,1,7898928577505,,ADOÇANTE FINN FAMILY SUCRALOSE PO 150G x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,POTE,0.0,G,150.0,150.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7898928577505.0,,,,,SCRLS (SCRN/CCL/SCR) P 150 G N PRMC FINN
7898928577512,1,7898928577512,,"ADOÇANTE FINN SUCRALOSE PO 0,8G x50 REGULAR",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,SACHE,0.0,G,0.8,40.0,ATE 80,REGULAR,50.0,REGULAR,EAN,SUCRALOSE,7898928577512.0,,,,,
7898928577536,1,7898928577536,,ADOÇANTE FINN SUCRALOSE LIQUIDO 65ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,LIQUIDO,0.0,ML,65.0,65.0,ATE 80,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7898928577536.0,,,,,SCRLS (SCRN/CCL/SCR) LQD 65 ML N PRMC FINN
7898928577611,1,7898928577611,,ADOCANTE FINN ASPARTAME PO 80G x1 REGULAR,GERENCIADO,ASPARTAME,ARTIFICIAL,PO,PO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,SACHE,,G,0.8,80.0,ATE 80,REGULAR,100.0,,TEM EAN,ASPARTAME,,,,,,
7898928577628,1,7898928577628,,"ADOÇANTE FINN ASPARTAME PO 0,8G x50 REGULAR",GERENCIADO,ASPARTAME,ARTIFICIAL,PO,PO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,SACHE,0.0,G,0.8,40.0,ATE 80,REGULAR,50.0,REGULAR,EAN,ASPARTAME,7898928577628.0,,,,,ASPRTM (SCRN/CCL/SP) P 50 ENV N PRMC FINN
7898928577680,1,7898928577680,,ADOÇANTE FINN STEVIA LIQUIDO 65ML x1 REGULAR,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,LIQUIDO,0.0,ML,65.0,65.0,ATE 80,REGULAR,1.0,REGULAR,EAN,STEVIA,7898928577680.0,,,,,STV (SCRN/CCL/SCR/ST LQD 65 ML N PRMC FINN
7898928577697,1,7898928577697,,"ADOÇANTE FINN STEVIA PO 0,8G x50 REGULAR",GERENCIADO,STEVIA,NATURAL,PO,PO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,SACHE,0.0,G,0.8,40.0,ATE 80,REGULAR,50.0,REGULAR,EAN,STEVIA,7898928577697.0,,,,,
7898928577710,1,7898928577710,,ADOC FINN SUCRALOSE 50ENV L3P2,GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,SACHE,,G,50.0,50.0,ATE 80,PROMOCAO,50.0,,,,,,,,,
7898928577734,1,7898928577734,,ADOÇANTE FINN CULINARIO SUCRALOSE CULINARIO 150G x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,CULINARIO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,CULINARIO,0.0,G,150.0,150.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,CULINARIO,7898928577734.0,,,,,STV (SCRN/CCL/SCR/ST P 150 G N PRMC FINN
7898928577758,1,7898928577758,,"ADOCANTE FINN ASPARTAME PO 0,8G x100 PROMOCAO",GERENCIADO,ASPARTAME,ARTIFICIAL,PO,PO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,SACHE,,G,0.8,80.0,ATE 80,PROMOCAO,100.0,,,ASPARTAME,,,,,,
7898928577765,1,7898928577765,,"ADOÇANTE FINN SUCRALOSE PO 0,8G x100 LMPM",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,SACHE,0.0,G,0.8,80.0,ATE 80,PROMOCAO,100.0,LMPM,EAN,SUCRALOSE,7898928577765.0,,,,,
7898928577772,1,7898928577772,,ADOÇANTE FINN XILITOL LIQUIDO 65ML x1 REGULAR,GERENCIADO,XILITOL,NATURAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,LIQUIDO,0.0,ML,65.0,65.0,ATE 80,REGULAR,1.0,REGULAR,EAN,XILITOL,7898928577772.0,,,,,XLTL/ XLTL (STV/(XL LQD 65 ML N PRMC FINN
7898928577789,1,7898928577789,,ADOÇANTE FINN XILITOL PO 5G x30 REGULAR,GERENCIADO,XILITOL,NATURAL,PO,PO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,SACHE,0.0,G,5.0,150.0,101 ACIMA,REGULAR,30.0,REGULAR,EAN,XILITOL,7898928577789.0,,,,,XLTL/ XLTL (STV/(XL P 150 G N PRMC FINN
7898928577918,1,7898928577918,,"ADOÇANTE FINN STEVIA PO 0,8G x50 REGULAR",GERENCIADO,STEVIA,NATURAL,PO,PO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,SACHE,0.0,G,0.8,30.0,ATE 80,REGULAR,50.0,REGULAR,EAN,STEVIA,7898928577918.0,,,,,
7898928577925,1,7898928577925,,"ADOÇANTE FINN SUCRALOSE PO 0,6G x100 LMPM",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,SACHE,0.0,G,0.6,60.0,ATE 80,PROMOCAO,100.0,LMPM,EAN,SUCRALOSE,7898928577925.0,,,,,
7898928577932,1,7898928577932,,"ADOÇANTE FINN SUCRALOSE PO 0,6G x50 REGULAR",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,SACHE,0.0,G,0.6,30.0,ATE 80,REGULAR,50.0,REGULAR,EAN,SUCRALOSE,7898928577932.0,,,,,
7898928577949,1,7898928577949,,ADOÇANTE FINN SUCRALOSE LIQUIDO 65ML x2 DESCONTO,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,LIQUIDO,0.0,ML,65.0,130.0,101 ACIMA,PROMOCAO,2.0,DESCONTO,EAN,SUCRALOSE,7898928577949.0,,,,,
7898928577956,1,7898928577956,,ADOCANTE FINN XILITOL PO 250 x1 G REGULAR,GERENCIADO,XILITOL,NATURAL,PO,PO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,POTE,,G,250.0,250.0,101 ACIMA,REGULAR,1.0,REGULAR,TEM EAN,XILITOL,,,,,,
7898929071101,2,7898929071101,,AÇUCAR FIT NATUCOCO AÇUCAR FIT AÇUCAR FIT 250G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,NATUCOCO,OUTRO FAB,NATUCOCO,OUTRAS MARCAS,OUTRAS MARCAS,NATUCOCO,AÇUCAR FIT,0.0,G,250.0,250.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7898929071101.0,,,,,
7898932426189,1,7898932426189,,ADOÇANTE MARATA SUCRALOSE LIQUIDO 100ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,PEROLA,OUTRO FAB,MARATA,OUTRAS MARCAS,OUTRAS MARCAS,MARATA,LIQUIDO,0.0,ML,100.0,100.0,81 A 100,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7898932426189.0,,,,,
