cod_produto,cod_categoria,ean,plu,nome_produto,setor_gerenciado,setor_produto,sub_categoria,segmento,sub_segmento,fabricante,fabricante_varejista,marca,marca_verejista,marca_res,marca_detalhada,atributo,embalagem,unid_medida,tamanho_unidade,tamanho_total,tamanho_range,se_oferta,qtd_itens,dcr_oferta,desc_a,desc_b,desc_c,desc_d,desc_e,desc_f,desc_g,desc_h
7898468614449,3,7898468614449,,BIO INOVE CREME HIDRATANTE CORPORAL AMENDOAS 370 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,BIO INOVE,DEMAIS FAB,BIO INOVE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,370.0,370.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898468614845,3,7898468614845,,BIO INOVE CREME HIDRATANTE FACIAL PEPINO GINKGO BILOBA 170 G x 1,GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,-,BIO INOVE,DEMAIS FAB,BIO INOVE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,170.0,170.0,101 A 200,REGULAR,1,REGULAR,IQVIA SKU,101 A 200,,,,,,
7898468615545,3,7898468615545,,BIO INOVE CREME HIDRATANTE SEBO CARNEIRO 240 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,BIO INOVE,DEMAIS FAB,BIO INOVE,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898468616832,3,7898468616832,,ANY COLOR SPRAY DEMAQUILANTE 45 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,FENZZA,DEMAIS FAB,FENZZA,DEMAIS MARCAS,CONCORRENTES,-,-,BASTAO,ML,45.0,45.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898468618010,3,7898468618010,,BIO INOVE SERUM FACIAL HIDRATANTE 30 ML x 1,GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,-,BIO INOVE,DEMAIS FAB,BIO INOVE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,30.0,30.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898472871197,3,7898472871197,,PURO FRESCOR SABONETE LIQUIDO ERVA DOCE 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,PURO FRESCOR,DEMAIS FAB,PURO FRESCOR,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898472871203,3,7898472871203,,PURO FRESCOR SABONETE LIQUIDO LAVANDA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,PURO FRESCOR,DEMAIS FAB,PURO FRESCOR,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898472871210,3,7898472871210,,PURO FRESCOR SABONETE LIQUIDO MACA VERDE 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,PURO FRESCOR,DEMAIS FAB,PURO FRESCOR,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898472871227,3,7898472871227,,PURO FRESCOR SABONETE LIQUIDO CIDREIRA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,PURO FRESCOR,DEMAIS FAB,PURO FRESCOR,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898472871234,3,7898472871234,,PURO FRESCOR SABONETE LIQUIDO PITANGA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,PURO FRESCOR,DEMAIS FAB,PURO FRESCOR,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898472871241,3,7898472871241,,PURO FRESCOR SABONETE LIQUIDO FRUTAS VERMELHAS 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,PURO FRESCOR,DEMAIS FAB,PURO FRESCOR,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898472871258,3,7898472871258,,PURO FRESCOR SABONETE LIQUIDO MARACUJA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,PURO FRESCOR,DEMAIS FAB,PURO FRESCOR,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898472871265,3,7898472871265,,FRIZON SABONETE LIQUIDO PURO FRESCO AROEIRA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,FRIZON,DEMAIS FAB,FRIZON,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898472871760,3,7898472871760,,PURO FRESCOR SABONETE LIQUIDO COCO 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,PURO FRESCOR,DEMAIS FAB,PURO FRESCOR,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898472871999,3,7898472871999,,PURO FRESCOR SABONETE LIQUIDO ERVA DOCE 2 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,PURO FRESCOR,DEMAIS FAB,PURO FRESCOR,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,2000.0,2000.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898472873634,3,7898472873634,,FLORA & FRESCOR SABONETE LIQUIDO COCO 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,FLORA & FRESCOR,DEMAIS FAB,FLORA & FRESCOR,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898472873641,3,7898472873641,,FLORA & FRESCOR SABONETE LIQUIDO ERVA DOCE 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,FLORA & FRESCOR,DEMAIS FAB,FLORA & FRESCOR,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898472873658,3,7898472873658,,FLORA & FRESCOR SABONETE LIQUIDO FRUTAS VERMELHAS 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,FLORA & FRESCOR,DEMAIS FAB,FLORA & FRESCOR,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898472873665,3,7898472873665,,FLORA & FRESCOR SABONETE LIQUIDO LAVANDA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,FLORA & FRESCOR,DEMAIS FAB,FLORA & FRESCOR,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898472873672,3,7898472873672,,FLORA & FRESCOR SABONETE LIQUIDO MARACUJA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,FLORA & FRESCOR,DEMAIS FAB,FLORA & FRESCOR,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898474841105,3,7898474841105,,BONNAVI SABONETE LIQUIDO FRUTAS VERMELHAS 500 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,BONNAVI,DEMAIS FAB,BONNAVI,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898474841112,3,7898474841112,,BONNAVI SABONETE LIQUIDO NEUTRO 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,BONNAVI,DEMAIS FAB,BONNAVI,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898474841129,3,7898474841129,,BONNAVI SABONETE LIQUIDO ORQUIDEA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,BONNAVI,DEMAIS FAB,BONNAVI,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898474841136,3,7898474841136,,BONNAVI SABONETE LIQUIDO PITANGA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,BONNAVI,DEMAIS FAB,BONNAVI,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898474841143,3,7898474841143,,BONNAVI SABONETE LIQUIDO ERVA DOCE 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,BONNAVI,DEMAIS FAB,BONNAVI,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898474842546,3,7898474842546,,LE BLUE SABONETE LIQUIDO PITANGA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898474842553,3,7898474842553,,LE BLUE SABONETE LIQUIDO ERVA DOCE 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898474842577,3,7898474842577,,LE BLUE LIQUIDO SABONETE FRUTAS VERMELHAS 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LE BLUE,DEMAIS FAB,LE BLUE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898478765490,3,7898478765490,,BOTHANICA MINERAL CREME FIRMADOR FACIAL FIRMING CREAM 50 G x 1,GERENCIADO,FACE CARE MASSIVO,ANTI IDADE,ANTIRRUGAS,-,BOTHANICA MINERAL,DEMAIS FAB,BOTHANICA MINERAL,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898478765766,3,7898478765766,,DERMO SPA GEL CREAM APRICOT 300 ML x 1,GERENCIADO,BODY CARE MASSIVO,ANTI IDADE,ANTIRRUGA,GEL,DERMO SPA,DEMAIS FAB,DERMO SPA,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,300.0,300.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898478771156,3,7898478771156,,PELE A HIDRATANTE LOCAO HIDRATANTE NUTRICAO INTENSA 200 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,PELE A,DEMAIS FAB,PELE A,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898484991265,3,7898484991265,,DISTRILAND CREME FACIAL STILLO ARGILA BRANCA 500 G x 1,GERENCIADO,FACE CARE MASSIVO,MASCARA,ARGILA,CREME,DISTRILAND,DEMAIS FAB,DISTRILAND,DEMAIS MARCAS,CONCORRENTES,-,-,BAG,G,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898484991296,3,7898484991296,,DISTRILAND CREME FACIAL STILLO ARGILA PRETA 500 G x 1,GERENCIADO,FACE CARE MASSIVO,MASCARA,ARGILA,-,DISTRILAND,DEMAIS FAB,DISTRILAND,DEMAIS MARCAS,CONCORRENTES,-,-,SACHE,G,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,IQVIA SKU,201 ACIMA,,,,,,
7898485946592,3,7898485946592,,LINHA PREMIUM SABONETE LIQUIDO ALECRIM 350 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LINHA PREMIUM,DEMAIS FAB,LINHA PREMIUM,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,350.0,350.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898486040060,3,7898486040060,,LA BEAUTE CREME ESFOLIANTE CORPORAL FRUTAS VERMELHAS 250 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LA BEAUTE,DEMAIS FAB,LA BEAUTE,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,250.0,250.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898486404015,3,7898486404015,,HANDS CLEAN SABONETE LIQUIDO ERVA DOCE 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,HANDS CLEAN,DEMAIS FAB,HANDS CLEAN,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898486404053,3,7898486404053,,HANDS CLEAN SABONETE LIQUIDO FLOR DE CEREJEIRA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,HANDS CLEAN,DEMAIS FAB,HANDS CLEAN,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898487419919,3,7898487419919,,YOUR HOME SABONETE LIQUIDO BAMBOO 250 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,YOUR HOME,DEMAIS FAB,YOUR HOME,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,250.0,250.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898487419926,3,7898487419926,,YOUR HOME SABONETE LIQUIDO LAVANDA 250 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,YOUR HOME,DEMAIS FAB,YOUR HOME,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,250.0,250.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898487419933,3,7898487419933,,YOUR HOME SABONETE LIQUIDO VANILLA 250 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,YOUR HOME,DEMAIS FAB,YOUR HOME,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,250.0,250.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898487419940,3,7898487419940,,YOUR HOME SABONETE LIQUIDO VERBENA E LIMAO SICILIANO 250 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,YOUR HOME,DEMAIS FAB,YOUR HOME,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,250.0,250.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898487419957,3,7898487419957,,YOUR HOME SABONETE LIQUIDO CEREJA E AVELA 250 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,YOUR HOME,DEMAIS FAB,YOUR HOME,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,250.0,250.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898487420021,3,7898487420021,,YOUR HOME LOCAO HIDRATANTE BAMBOO 240 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,YOUR HOME,DEMAIS FAB,YOUR HOME,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898487420038,3,7898487420038,,YOUR HOME LOCAO HIDRATANTE LAVANDA 240 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,YOUR HOME,DEMAIS FAB,YOUR HOME,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898487420045,3,7898487420045,,YOUR HOME LOCAO HIDRATANTE VANILLA 240 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,YOUR HOME,DEMAIS FAB,YOUR HOME,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898487420069,3,7898487420069,,YOUR HOME LOCAO HIDRATANTE CORPORAL CEREJA E AVELA 240 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,YOUR HOME,DEMAIS FAB,YOUR HOME,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898488010276,3,7898488010276,,SAN JULLY GEL MASSAGEADOR CARTILAGEM DE TUBARAO 240 G x 1,GERENCIADO,BODY CARE MASSIVO,OUTROS,OUTROS,GEL,SAN JULLY,DEMAIS FAB,SAN JULLY,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898488011266,3,7898488011266,,MAOS DE SEDA CREME SUPER HIDRATANTE MAOS ALGODAO 120 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,MAOS DE SEDA,DEMAIS FAB,MAOS DE SEDA,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,120.0,120.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898488011471,3,7898488011471,,SAN JULLY GEL MASSAGEADOR CANELA DE VELHO 220 G x 1,GERENCIADO,BODY CARE MASSIVO,OUTROS,OUTROS,GEL,SAN JULLY,DEMAIS FAB,SAN JULLY,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,220.0,220.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898488141239,3,7898488141239,,UNI MAKEUP LENCO DEMAQUILANTE DETOX 5 EM 1 x 25,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LENCO,UNI MAKEUP,DEMAIS FAB,UNI MAKEUP,DEMAIS MARCAS,CONCORRENTES,-,-,SACHE,G,25.0,25.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898488141253,3,7898488141253,,UNI MAKEUP LENCO DEMAQUILANTE MICELLAR 5 EM 1 x 25,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LENCO,UNI MAKEUP,DEMAIS FAB,UNI MAKEUP,DEMAIS MARCAS,CONCORRENTES,-,-,SACHE,G,25.0,25.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898488141277,3,7898488141277,,UNI MAKEUP CANETA REMOVEDORA DE MAQUIAGEM 2.1 G x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,-,UNI MAKEUP,DEMAIS FAB,UNI MAKEUP,DEMAIS MARCAS,CONCORRENTES,-,-,BASTAO,G,2.0,2.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898488142434,3,7898488142434,,UNI MAKEUP CREME PRIMER HIDRATANTE FACIAL OIL FREE 30 ML x 1,GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,-,UNI MAKEUP,DEMAIS FAB,UNI MAKEUP,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,30.0,30.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898488143196,3,7898488143196,,UNI MAKEUP SERUM FACIAL VITAMINA C 20 ML x 1,GERENCIADO,FACE CARE MASSIVO,ANTI IDADE,ANTIMANCHAS,-,UNI MAKEUP,DEMAIS FAB,UNI MAKEUP,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,20.0,20.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898488143202,3,7898488143202,,UNI MAKEUP SERUM FACIAL DE COLAGENO 24K 20 ML x 1,GERENCIADO,FACE CARE MASSIVO,ANTI IDADE,ANTIRRUGAS,-,UNI MAKEUP,DEMAIS FAB,UNI MAKEUP,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,20.0,20.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898488143219,3,7898488143219,,UNI MAKEUP SERUM FACIAL HIALURONICO 20 ML x 1,GERENCIADO,FACE CARE MASSIVO,ANTI IDADE,ANTIRRUGAS,-,UNI MAKEUP,DEMAIS FAB,UNI MAKEUP,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,20.0,20.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898488143233,3,7898488143233,,UNI MAKEUP CREME HIDRATANTE MAOS BANANA CREAM 45 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,UNI MAKEUP,DEMAIS FAB,UNI MAKEUP,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,45.0,45.0,ATE 50,REGULAR,1,REGULAR,ITENS IQVIA,ATE 50,,,,,,
7898488143288,3,7898488143288,,UNI MAKEUP GEL HIDRATANTE FACIAL ALOE VERA TODOS OS TIPOS DE PELES 75 ML x 1,GERENCIADO,FACE CARE MASSIVO,MASCARA,GEL,-,UNI MAKEUP,DEMAIS FAB,UNI MAKEUP,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,75.0,75.0,51 A 80,REGULAR,1,REGULAR,IQVIA SKU,51 A 80,,,,,,
7898488143356,3,7898488143356,,UNI MAKEUP GEL DE LIMPEZA FACIAL 100 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,GEL,UNI MAKEUP,DEMAIS FAB,UNI MAKEUP,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,100.0,100.0,81 A 100,REGULAR,1,REGULAR,IQVIA SKU,81 A 100,,,,,,
7898489510461,3,7898489510461,,AVEIA CLASSICO SABONETE LIQUIDO AVEIA 600 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,NATUS ALIMENTOS,DEMAIS FAB,AVEIA,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,60.0,60.0,51 A 80,REGULAR,1,REGULAR,ITENS ABRAFARMA,51 A 80,,,,,,
7898489510492,3,7898489510492,,DAVENE SABONETE LIQUIDO AVEIA REFIL 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,DAVENE,DEMAIS FAB,DAVENE,DEMAIS MARCAS,CONCORRENTES,-,-,SACHE,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898489510676,3,7898489510676,,LEITE AVEIA DAVENE CREME HIDRATANTE CORPORAL INTENSO 180 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LEITE AVEIA DAVENE,DEMAIS FAB,LEITE AVEIA DAVENE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,180.0,180.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898489511017,3,7898489511017,,"CREME FAC AVEIA DAVENE FPS15 50G, CLASS",GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,CREME,DAVENE,DEMAIS FAB,DAVENE,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,ITENS GBARBOSA,ATE 50,,,,,,
7898489511024,3,7898489511024,,"CREME FAC AVEIA DAVENE FPS15 50G, INTEN",GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,CREME,DAVENE,DEMAIS FAB,DAVENE,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,ITENS GBARBOSA,ATE 50,,,,,,
